ID,NAME,DOB,TRAINER,GENDER,SIRE,DAM,OWNER
5484,Avanzando,10th February 2009,Jeffrey Radosevich,Gelding,Freefourinternet,Blue Bonnet Belle,Bruno Schickedanz
5517,Costly Affair,8th November 2011,Mohammed Allie,Gelding,A.p. Magic,Emotional City,Ms M E Cabral
5548,Quippi,13th October 2012,Adam Marcus,Filly,Trippi,Quequena,Maine Chance Farms (pty) Ltd (nom: Dr W A &amp; Mrs N
5493,Ocala Magic,27th March 2013,Justin Sherman,Mare,Nobiz Like Shobiz,Makin Music,Justin Sherman
5569,Pint Pot,3rd October 2013,Mohammed Allie,Filly,Judpot,Peppermint,Mr M S Moosa
5511,Strikeitlikeamatch,3rd November 2013,Gary Rich,Gelding,Noordhoek Flyer,Seraphim Falls,Hollywood Syndicate (nom: Mr A Delpech)
5466,Expecting Cash,2nd March 2008,Danny Bird,Gelding,Littleexpectations,Chenoa,Strike Plate Llc
5527,Mister Colin,9th February 2014,Justin Snaith,Gelding,Lawman,Al Beedaa,Mr A R &amp; Mrs A B L Beck
5494,Honeybooboo,4th April 2012,Rodney Faulkner,Filly,Smooth Air,Linnie Belle,Samuel Klein Jr
5558,Fromafar,9th November 2012,Dean Kannemeyer,Filly,Trippi,Big Mona,Mr D G Abery
5550,Cherry Bliss,27th September 2013,Dorrie Sham,Filly,Warm White Night,Christina,Mr M D Sham &amp; Mrs D A Sham
5579,Verdier,14th September 2013,Ashley Fortune,Gelding,Var,Arcola,Mr Y Ebrahim &amp; Mrs F Ebrahim
5537,Don't Let Me Down,9th October 2012,Gert Theron,Gelding,Captain Al,Firstnightbliss,Mr F Du Toit
5503,Manofmanyvirtues,23rd January 2011,Gary Johnson,Gelding,Kitten's Joy,Talking Treasure,Irish Charm Thoroughbreds Llc
5521,Fujin,3rd October 2013,T Laing,Gelding,Windrush,Home Sweet Home,Mr H H &amp; Mrs M Zeppel
5552,Ashfahan,18th September 2013,Hekkie Strydom,Mare,Ashaawes,Crushed Ice,Messrs J H Strydom W P Benade &amp; J C Jooste
5476,Rock N Heart,13th March 2008,Penny Rone,Gelding,Rockport Harbor,Prohibido Olividar,Premier Stables Unlimited
5568,Don't Stop Dancing,15th September 2013,T Laing,Mare,Dynasty,Sarabande,Mr G S Knowles &amp; Dr A H Parker
5505,Hudatbe,28th April 2009,Gary Welsh,Gelding,Proud Accolade,Miss Video,Gary Welsh
5531,Mambo Mime,3rd November 2012,Dean Kannemeyer,Gelding,Mambo In Seattle,Murmuration,Fieldspring Racing
5513,Impimpi,9th October 2013,Glen Kotzen,Gelding,Pathfork,Bright Wolf,Mr P M &amp; Mrs S J R Arnot Dr T G Dicker Messrs A
5562,Felicity Flyer,19th September 2013,Candice Bass-robinson,Filly,Noordhoek Flyer,The Zone,Mr A J Van Huyssteen
5486,Wistful Wildcat,27th March 2009,Leandro Moreno,Gelding,Forest Wildcat,We There Yet,Lima Horse Racing Llc
5547,One Life Live It,3rd November 2013,Paul Reeves,Gelding,King's Apostle,Triple Bouquet,Mrs C Reeves Mr P C Sarembock &amp; Sea Cottage Prope
5589,Gates,28th September 2013,Craig Mayhew,Gelding,Philanthropist,Helenka,Mr M S Moosa
5578,Mountain Boy,1st November 2012,Dean Kannemeyer,Gelding,Trippi,National Banker,Khaya Stables (pty) Ltd
5515,Larnie,13th September 2013,Grant Paddock,Gelding,Mambo In Seattle,Tassie Belle,Messrs Dean Naidoo &amp; K V Nair
5541,Colonel Bluff,5th October 2013,Alan Greeff,Gelding,Dynasty,Key Bluff,Messrs C &amp; R Kieswetter &amp; Ridgemont Racing (nomine
5523,Hook,15th October 2013,Brett Crawford,Gelding,Western Winter,Red Parade,Mr &amp; Mrs M L P Rattray
5496,Greater,13th April 2013,Joseph Poole,Filly,Spanish Steps,Wildcat Wonder,Ira Novak
5572,Streak Of Silver,12th November 2012,Alan Greeff,Gelding,Silvano,Alignment,Mr A R &amp; Mrs A B L Beck
5560,Miss Marker,2nd October 2012,Candice Bass-robinson,Filly,Var,Kwaito,Mr A R &amp; Mrs A B L Beck
5588,Cool Mistral,20th August 2013,Patrick Kruyer,Gelding,Var,Ice Bouquet,Mrs M O'Hara &amp; Mr F W Sharp
5525,Kingston Passage,19th August 2013,Brett Crawford,Gelding,Western Winter,Cashew Nut,Messrs C &amp; R Kieswetter &amp; Ridgemont Racing (nomine
5599,Storming Strumpet,30th April 2010,T R George,Mare,Kayf Tara,Rosita Bay,PJL Racing
5557,Come Fly With Me,16th October 2011,Candice Bass-robinson,Mare,Jet Master,Fly The Wind,Mr H C &amp; Mrs P J Devine
5533,Tahini,17th August 2012,Sean Tarry,Mare,Silvano,Taomina,Mrs M P Foulkes &amp; Mr O De W Foulkes
5582,Loadshedder,9th September 2013,Willem Nel,Gelding,Gimmethegreenlight,Orange Dancer,Mrs S Plattner
5570,Corker,17th September 2013,Stephanie Miller,Mare,Pathfork,The Party's On,Mr F Du Toit
5551,The Widow's Club,25th November 2013,Joey Ramsden,Filly,Captain Al,Land Of Hope,Mr B P &amp; Mrs K Finch
5598,Thomas Blossom,27th March 2010,R C Harper,Gelding,Dylan Thomas,Woman Secret,Mr R C Harper
5535,Macduff,19th October 2012,Joey Ramsden,Gelding,Street Cry,Dancing,Mr B Kantor
5504,Ta Bueno,21st May 2011,Manuel Ruiz,Gelding,Circular Quay,Distinct,Lima Horse Racing Llc
5567,Stopthinkingofme,26th October 2013,Alan Greeff,Mare,Gimmethegreenlight,Sky Capers,Messrs B &amp; M Du Toit &amp; Mr &amp; Mrs A C Greeff
5580,Border Control,19th November 2013,Cliffie Miller,Gelding,Elusive Fort,Rydethecreek,Mr M A Paddock
5592,Speed Of Africa,20th October 2013,Dean Kannemeyer,Gelding,Ideal World,Strike Craft,Khaya Stables (pty) Ltd
5543,Flying Gitano,7th November 2013,Burger/v Reenen,Gelding,Gitano Hernando,Inuit Woman,Messrs C J Burger &amp; Riaan Van Reenen
5561,Supercilious,9th November 2012,T Laing,Filly,Visionaire,Snooty Lady,Mayfair Speculators (pty) Ltd (nom: Mr D L Brugman
5608,Bandon Roc,26th April 2011,K C Bailey,Gelding,Shirocco,Azur,The Wow Partnership
5545,Daisey's Dock,16th November 2013,Harold Crawford,Gelding,Gimmethegreenlight,Badger Express,Mr H W J Crawford
5514,Mini Loushe,1st August 2012,Alan Greeff,Gelding,Black Minnaloushe,Petite Dane,Messrs A Domeyer Harry Govender &amp; K Koegelenberg
5577,Volatile Energy,24th August 2013,Candice Bass-robinson,Gelding,Seventh Rock,Relentless,Messrs A J Brand &amp; B Riley Mr A E &amp; Mrs K M Keet
5602,City Never Sleeps,8th April 2012,M Keighley,Gelding,Central Park,Goodnightmrskelly,Martin Keighley Racing Club
5590,Oval Office,11th November 2013,Clinton Binda,Gelding,Sail From Seattle,Noble Destiny,Hollywood Syndicate (nom: Mr O B Heffer) &amp; Dreamst
5553,Echo In Eternity,20th September 2013,Shane Humby,Mare,Count Dubois,Timeless,Mesrs K P Naidoo &amp; G R Almanza
5618,Soulsaver,12th March 2012,A J Honeyball,Gelding,Recharge,Lapina,Mr R J Matthews
5571,Hilaria,21st October 2011,Emmanuel Kaknis,Mare,Rebel King,Hipavia,Five Star Racing &amp; Stud Cc (nom: Ms A M Kacnis)
5555,Philae,28th September 2013,Willem Nel,Mare,Silvano,Last Moon,Mrs S Plattner
5587,Devout,27th August 2013,Sarel von Willingh Smit,Gelding,King's Apostle,Buenos Ventura,Mr A Baum
5563,Red Light Girl,17th October 2013,Ashley Fortune,Filly,Captain Al,Roxanne,Mr H Adams
5628,Fearsome Fred,1st May 2009,Dr J R J Naylor,Gelding,Emperor Fountain,Ryewater Dream,Mrs S P Elphick
5600,Beatabout The Bush,13th February 2011,G McPherson,Gelding,Bushranger,Queen Of Fibres,The McPherson Racing Partnership
5581,Pergola,26th October 2013,Mike Stewart,Gelding,Kahal,Clematis,Cape Leopard Trust (nom: Mr A Head)
5597,River Dun,6th May 2010,D Pipe,Mare,Indian River,Sight'n Sound,The Blue Ball Syndicate
5573,Big Ed,6th November 2010,Shane Humby,Horse,Horse Chestnut,Wealth,Messrs R T Mattheyse K P Naidoo M J Clacey &amp; Rcm
5565,Reine Tonnerre,20th August 2013,Coerie Lensley,Mare,Kahal,Dakar,Mr J Chowles
5638,Somerset Lias,1st May 2008,R H Buckler,Gelding,Golan,Presenting Gayle,Mr D R Fear
5506,In Harm's Way,28th April 2010,Christopher Progno,Gelding,Hook And Ladder,New Harmony,Christopher Progno
5609,Thundering Home,25th January 2007,N R Mitchell,Gelding,Storming Home,Citrine Spirit,Mr J R Boughey
5583,Black Pimpinel,4th September 2013,Gavin Smith,Gelding,Black Minnaloushe,Pimpinella,Dr V Kritzinger
5524,Jack Black,24th October 2013,Devin Little,Gelding,Black Minnaloushe,Jalantra,Messrs Clive Van Der Mescht &amp; D Little
5612,Cheltenam De Vaige,21st March 2012,F O'Brien,Gelding,Forestier,Ratina De Vaige,Matt &amp; Sally Burford
5648,Minmore Grey,22nd June 2009,N Lampard,Gelding,Primary,Hopeful Memory,Mr N M Lampard
5619,Zipple Back,17th March 2012,H Fry,Gelding,Sendawar,With Conviction,Masterson Holdings Limited
5516,Finn's Rebel,27th September 2013,Paul Reeves,Gelding,Rebel King,Maclaine,Mesdames G M Davies &amp; C Reeves &amp; Messrs Glen Godda
5593,Mighty Missile,3rd March 2011,B Barr,Gelding,Majestic Missile,Magdalene,Daisy Hitchins &amp; Neil Budden
5575,Coyote,25th September 2013,M F De Kock,Gelding,Fort Wood,Warmonger,Messrs C S Haynes M F De Kock &amp; G M Grant
5591,Rokatenda,7th September 2013,Gavin Smith,Gelding,Elusive Fort,Red Gold West,Mr G D Smith
5607,Ice Konig,10th April 2009,J D Frost,Gelding,Epalo,Isarwelle,Frost Racing Club
5534,Waiting For Rain,7th November 2011,Piet Steyn,Gelding,Black Minnaloushe,Larsen's Ice,Mr E L P Steyn
5526,Leadman,16th October 2013,T Laing,Gelding,Dynasty,Arctic Breeze,Mr E A Braun
5622,Vincent's Forever,30th January 2013,R Stephens,Gelding,Pour Moi,Glen Rosie,Mr H Rowsell
5629,Magic River,3rd March 2011,M F Harris,Gelding,Indian River,All Magic,Emdells Limited
5610,Argus,22nd February 2012,Alexandra Dunn,Gelding,Rip Van Winkle,Steel Princess,Helium Racing Ltd
5585,Seventh Speed,29th October 2013,Vaughan Marshall,Gelding,Seventh Rock,Molakai,Mr V Ragoonath &amp; Ms Joelle Ng
5617,Sigurd,29th April 2012,Miss J E Foster,Gelding,Sholokhov,Sky News,Mrs E A Verity
5536,Double J,11th September 2012,Adam Marcus,Colt,Just As Well,Double T,Ms H B Epstein &amp; Prof A A Katz
5544,King Of Aces,21st October 2013,Stephanie Miller,Gelding,King's Apostle,Della Scala,Mr F Du Toit
5632,Seven Nation Army,5th April 2009,Alexandra Dunn,Gelding,Rock Of Gibraltar,Crepe Ginger,The Dunn Army
5595,New Vennture,9th April 2012,H Fry,Mare,Kapgarde,Polyandry,The King's Men
5620,Spader,7th March 2013,Miss L V Davis,Gelding,Jeremy,Poulkovo,Miss Louise Davis
5639,Sweettoothtommy,5th April 2010,D Pipe,Gelding,Definite Article,My Linda,Mrs Sarah Ling
5601,Scales,1st June 2006,Kerry Lee,Gelding,Bob Back,Mrs Avery,A Beard B Beard S Ripley
5627,Cigarisi,16th March 2012,P J Hobbs,Gelding,Kalanisi,Eileens Dream,Mr R A S Offer Partnership
5546,Liquid Dynamite,28th November 2013,Dan Katz,Gelding,Dynasty,Lanquid Lady,Mr H Adams
5658,Fuhgeddaboudit,19th April 2007,J W Mullins,Gelding,Generous,Serraval,Mr J T Brown
5642,Monderon,6th May 2007,F O'Brien,Gelding,Laveron,Lomonde,Mr Oscar Singh &amp; Miss Priya Purewal
5605,Cleni Wells,11th April 2011,M Hill,Gelding,Poliglote,Kailasa,The Away Day Partnership
5649,Regulation,9th March 2009,N B King,Gelding,Danehill Dancer,Source Of Life,The Ridgeway Racing For Fun Partnership
5630,Major Franko,4th May 2012,S-J Davies,Gelding,Major Cadeaux,Royal Future,Mr Keith Stait
5637,Mizen Master,28th March 2013,S Hanlon,Gelding,Captain Rio,Nilassiba,Ursa Major Racing
5611,Casper King,4th April 2011,Mrs L Hill,Gelding,Scorpion,Princess Supreme,The Casper King Partnership
5554,Leaves Of Grass,15th August 2013,Candice Bass-robinson,Filly,Poet's Voice,Promotional,Messrs C &amp; R Kieswetter &amp; Ridgemont Racing (nomine
5668,Giveitachance,29th April 2007,Miss C Dyson,Gelding,Clerkenwell,Native Lisa,Miss Becky Rowland
5603,Shadow Blue,20th May 2009,S D Dixon,Gelding,Blueprint,Rosie Belle,Mr S Dixon
5615,Icey Steel,7th May 2009,C Ellam,Gelding,Terimon,Rivergirl,Miss M E Sherrington
5556,Sabina's Dynasty,3rd October 2013,Brett Crawford,Mare,Dynasty,Sabina Park,Messrs C &amp; R Kieswetter A E Mandelstam J D Rabin
5640,St Johns Point,5th April 2008,C E Longsdon,Gelding,Darsi,Dunsford Belle,No Boys Allowed
5621,Unblinking,26th February 2013,R Bevis,Gelding,Cacique,Deliberate,Mr R N Bevis
5678,Seymour Legend,8th April 2006,A J Wilson,Gelding,Midnight Legend,Rosehall,Mrs M J Wilson
5625,Asum,5th April 2011,P A Kirby,Gelding,Kayf Tara,Candy Creek,Bill Fraser &amp; Adrian Pritchard
5647,Oscars Way,2nd May 2008,Mark Gillard,Gelding,Oscar,Derrigra Sublime,Kay Russell
5564,Al Danza,17th October 2013,Dennis Drier,Mare,Captain Al,Jet Danza,Mr D Shawe
5566,California Girl,24th August 2013,Jarett Rugg,Mare,Trippi,Tigress,Mr J V Rugg
5650,Hint Of Mint,22nd March 2009,H Fry,Gelding,Passing Glance,Juno Mint,Sandie &amp; David Newton
5613,Gios Last,7th April 2010,S-J Davies,Gelding,Paolini,Giovanella,Pump &amp; Plant Services And Martin Holde
5688,Michele Strogoff,12th February 2013,M Appleby,Gelding,Aqlaam,Maschera D'oro,Mr Michael Appleby
5631,Ramses De Teillee,8th April 2012,D Pipe,Gelding,Martaline,Princesse D'orton,John White &amp; Anne Underhill
5574,Carbon Offset,16th October 2013,Alan Greeff,Gelding,Gimmethegreenlight,Albizia,Mr Y H Yue
5652,Ascendant,23rd April 2006,J Farrelly,Gelding,Medicean,Ascendancy,Mr F A Clegg
5635,Keepin Time,23rd March 2012,D Skelton,Mare,Fair Mix,Pipsacre,Mr E R Hanbury
5623,Volpone Jelois,26th February 2013,R Chotard,Gelding,Vol De Nuit,Jenne Jelois,D Maxwell
5659,How's My Friend,9th July 2005,J G Cann,Gelding,Karinga Bay,Friendly Lady,The Hussey's Hustlers
5698,Guard Of Honour,3rd April 2011,W P Mullins,Gelding,Galileo,Queen Of France,Syndicates Racing
5641,Captain McGinley,4th April 2010,B Gibbs,Gelding,Robin Des Pres,Rocella,Griffiths Simpson And Thomas
5584,China Express,20th November 2013,Justin Snaith,Gelding,Gimmethegreenlight,Glowing Amber,Mr E A Braun
5645,Jack Snipe,19th May 2009,R G Hawker,Gelding,Kirkwall,Sea Snipe,Mrs Pam Pengelly
5662,Bally Lagan,30th March 2008,R Dickin,Gelding,Kalanisi,Rose Palma,Park Lane Partnership
5576,Cape Fling,16th February 2013,Dean Kannemeyer,Gelding,High Chaparral,Miss Khaya,Khaya Stables (pty) Ltd
5633,Sunday Royal,4th May 2012,G Denuault,Gelding,Sunday Break,Princess D'orange,G G Denuault
5669,Filatore,28th February 2009,B J Llewellyn,Gelding,Teofilo,Dragnet,Mr B J Llewellyn
5657,Sonoftheking,8th February 2008,Nicky Martin,Gelding,King's Theatre,Nikadora,Bradley Partnership
5660,Bus Named Desire,26th April 2008,M Sheppard,Mare,Alflora,Arctic Ring,Mr E J Ford
5672,Blue April,1st April 2011,J Scott,Gelding,Blue Bresil,Royale Little,Mr J P Carrington &amp; Partner
5594,Just Joelliott,19th April 2010,S Durack,Gelding,Great Exhibition,Solara,The Alyasan Partnership
5655,Global Thrill,8th March 2009,B J Llewellyn,Gelding,Big Shuffle,Goonda,Mr Alex James &amp; Mr B J Llewellyn
5643,You Too Pet,14th May 2008,D Peters,Gelding,Norwich,Pollys Pet,Mr H Thorpe-codman
5586,Seattle Captain,29th September 2013,Candice Bass-robinson,Gelding,Captain Al,Seattle Weekend,Mayfair Speculators (pty) Ltd (nom: Mr D L Brugman
5679,Railway Vic,5th April 2007,J D Frost,Gelding,Old Vic,Penny Apples,Frost Racing Club
5670,Spillers Dream,7th May 2009,H James,Gelding,Shantou,Eibhlinarun,Miss Hannah James
5651,Royal Irish Hussar,5th May 2010,Mrs L Hill,Gelding,Galileo,Adjalisa,Mrs T Hill
5665,Carobello,27th March 2007,M R Bosley,Gelding,Luso,Vic's Queen,Mr A Randle
5667,Uncle Pettit,29th March 2008,J G Portman,Gelding,Heron Island,Special Ballot,Mr Anthony Boswood
5689,Amazement,25th March 2013,J Tate,Colt,Lope De Vega,Aglow,Sheikh Juma Dalmook Al Maktoum
5596,Beau Du Brizais,11th March 2012,P J Hobbs,Gelding,Kapgarde,Belle Du Brizais,Mrs R J Skan
5680,Bondi Mist,9th April 2009,J A Geake,Mare,Aussie Rules,Akoya,Mrs Ann Leftley
5682,Keystroke,12th February 2012,S C Williams,Horse,Pivotal,Fondled,Gg Thoroughbreds Xi
5604,Exotic Friend,22nd March 2008,A Wintle,Gelding,Croco Rouge,Prima Nox,Mr S R Whistance
5677,Dropzone,26th February 2009,B Forsey,Gelding,Smart Strike,Dalisay,Mr Alan Stevens &amp; Mr Brian Forsey
5675,Distant Sound,24th May 2007,A Wintle,Gelding,Luso,Distant Dreams,Mr Adrian Wintle
5661,Triggywinkle,6th June 2009,L Hurley,Mare,Le Triton,Periwinkle,Mr Roderick Chelton
5708,Persian Steel,1st February 2012,B Ellison,Gelding,Lucarno,Persian Walk,-
5699,Oriental Fox,4th April 2008,M Johnston,Gelding,Lomitas,Oriental Pearl,Mr Markus Graff
5690,Two For Two,15th May 2008,R Fell,Gelding,Danehill Dancer,D'articleshore,Fell &amp; Kelvin
5614,Goosen Maverick,4th May 2011,J G Cann,Gelding,Morozov,Bonny River,Mr J Grant Cann
5685,Flaming Spear,12th March 2012,D K Ivory,Gelding,Lope De Vega,Elshamms,Tony Bloom
5671,I'llhavealook,9th June 2005,Mrs K Stephens,Gelding,Milan,Kelly's Native,Mrs K J Stephens
5692,Constantino,29th March 2013,F Vermeulen,Gelding,Danehill Dancer,Messias Da Silva,Ecuries Serge Stempniak
5687,Fort Bastion,24th March 2009,B Ellison,Gelding,Lawman,French Fern,Koo's Racing Club
5709,John Milton,25th February 2013,Karen McLintock,Gelding,Poet's Voice,Kelly Nicole,Self Preservation Society &amp; Don Eddy
5718,Unnoticed,6th April 2012,Ollie Pears,Gelding,Observatory,Celestial Empire,Keith West &amp; Ollie Pears Racing Club
5624,Amour de Nuit,11th April 2012,P F Nicholls,Gelding,Azamour,Umthoulah,Mr Andrew Williams
5700,Star Storm,19th February 2012,J R Fanshawe,Horse,Sea The Stars,Sayyedati Storm,Mr Mohamed Obaida
5695,Buthelezi,26th March 2008,G L Moore,Gelding,Dynaformer,Ntombi,Wayne Hawkes &amp; Gary Moore
5606,Seamus Mor,5th May 2008,F O'Brien,Gelding,Shantou,Kublai,Mr Oscar Singh &amp; Miss Priya Purewal
5719,Andys Girl,22nd April 2013,B Ellison,Mare,Clodovil,Fishy,Mr Andrew Dawson &amp; Mr Andrew Wainwrigh
5681,Annie'sboydave,11th June 2010,P A Pritchard,Gelding,Passing Glance,Earcomesannie,r W Stowedavid Pritchard
5728,Quiet Warrior,17th March 2011,M W Easterby,Gelding,Kodiac,Pretty Woman,Mr M W Easterby
5653,Man Of Plenty,19th February 2009,Mrs S Leech,Gelding,Manduro,Credit-a-plenty,Mr G Thompson
5616,Pokari,5th April 2012,A E Jones,Gelding,Bonbon Rose,Pokara,Mr Alan Jones
5705,Maulesden May,14th February 2013,K Dalgleish,Mare,Dark Angel,Jemima's Art,The County Set (Two)
5697,Gang Warfare,17th February 2011,Alexandra Dunn,Gelding,Medicean,Light Impact,Gangbusters &amp; Partner
5738,Huntsmans Close,20th April 2010,D C Griffiths,Gelding,Elusive Quality,Badminton,Jason Adlam &amp; Eros Bloodstock
5691,Briardale,24th April 2012,E Bethell,Gelding,Arcano,Marine City,J Carrick&amp;clarendon Thoroughbred Raci
5702,Winning Story,3rd April 2013,S bin Suroor,Gelding,New Approach,Tanzania,Godolphin
5663,Joe The Rogue,25th July 2007,Miss Sarah Robinson,Gelding,Amilynx,Roco-bridge,Mr Brian Robinson
5626,British Embassy,17th April 2012,D Loughnane,Gelding,Clodovil,Embassy Belle,The Golden Horse Racing Club &amp; Syd Hosie
5634,The Kid,3rd May 2011,K Bishop,Gelding,High Chaparral,Shine Like A Star,Cavalier Racing
5729,Gold Beau,19th March 2010,Kristin Stubbs,Gelding,Gold Away,Theorie,Mr D Arundale &amp; Mr N Lyons
5715,Top of The Bank,4th May 2013,Kristin Stubbs,Gelding,Piccolo,America Lontana,R Whichelow T Baker &amp; Partners
5748,Arctic Lynx,1st April 2007,Miss A Stokell,Gelding,One Cool Cat,Baldemara,Mr Geoff Pacey
5673,Port Navas,4th May 2011,D Pipe,Gelding,Court Cave,Mrs Quigley,John White &amp; Anne Underhill
5636,Buckle Street,18th April 2013,M Keighley,Gelding,Cacique,Rose Row,The Condicote Clan
5725,Bay Mirage,30th March 2013,K A Ryan,Gelding,Kheleyf,Choosey Girl,Nad Partnership
5707,First Summer,20th March 2012,S A Harris,Gelding,Cockney Rebel,Silken Dalliance,Vision Bloodstock
5712,Samphire Coast,2nd March 2013,D Shaw,Gelding,Fastnet Rock,Faslen,Mr Paddy Barrett
5710,Psychology,25th January 2013,Kenny Johnson,Gelding,Shamardal,Emotion Parade,Mr R C Whitelock &amp; Partner
5739,Top Boy,2nd February 2010,A W Carroll,Gelding,Exceed And Excel,Injaaz,Mrs S Bowen
5644,Tyre Hill,24th May 2009,David Dennis,Gelding,Catcher In The Rye,Stay At Home,Dd Racing &amp; Professor L P Hardwick
5646,Trehan Cross,18th April 2009,Miss J Du Plessis,Mare,Bandmaster,Halton Quay,Miss J du Plessis
5683,Georgian Bay,24th February 2010,N Slevin,Gelding,Oratorio,Jazzie,Camillus Slevin
5717,Cliff,31st March 2010,N Tinkler,Gelding,Bachelor Duke,Silesian,Last Of The Summer Whine Partnership
5735,Line Of Reason,31st May 2010,P T Midgley,Gelding,Kheleyf,Miss Party Line,Taylor's Bloodstock Ltd
5722,Ad Vitam,12th April 2008,Suzzanne France,Gelding,Ad Valorem,Love Sonnet,Newstart Partnership
5701,Steve Rogers,23rd March 2011,R Varian,Gelding,Montjeu,Three Owls,Mr Nurlan Bizakov
5749,Very First Blade,20th April 2009,M Mullineaux,Gelding,Needwood Blade,Dispol Verity,Mr G McCarthy
5693,Pike Corner Cross,18th April 2012,P D Evans,Gelding,Cape Cross,Smart Coco,Mrs I M Folkes
5727,Hold On Magnolia,2nd April 2013,Matth Keller,Gelding,Monsieur Bond,Mawjoodah,Stall Kontiqua
5654,Borak,3rd March 2012,B J Llewellyn,Gelding,Kodiac,Right After Moyne,Smerdon Tree Services Ltd
5720,Thorntoun Lady,3rd February 2010,J S Goldie,Mare,Henrythenavigator,Valery Lady,Mrs M Craig &amp; Mr J S Goldie
5745,Novabridge,22nd February 2008,K Tutty,Gelding,Avonbridge,Petrovna,Thoroughbred Homes Ltd
5758,Arigato,10th April 2012,Tim Abraham,Gelding,Tale Of The Cat,Prop,Deadpool Racing
5732,Sea Of Green,22nd February 2012,J S Goldie,Mare,Iffraaj,Sea Of Leaves,Mr James Callow &amp; Mr J S Goldie
5711,Roller,16th March 2013,D M Loughnane,Gelding,Rail Link,Buffering,Over The Moon Racing
5737,Sign of The Kodiac,13th May 2013,A G Newcombe,Horse,Kodiac,Summer Magic,Dr S P Hargreaves
5656,Water Wagtail,13th May 2007,Miss E C Lavelle,Gelding,Kahyasi,Kentford Grebe,Mr D I Bare
5664,Edeiff's Lad,26th April 2007,L Humphrey,Gelding,Loup Sauvage,Ede'iff,Mr L Humphrey
5755,Pete's Slew,11th May 2011,Courtney Francis,Gelding,Matty G,Whatdidshesay,Courtney Francis
5768,Holiday Clover,16th March 2012,Kelli Martinez,Mare,Waupaca,Holiday Cheer,Alexis Burghardt
5721,Letbygonesbeicons,29th April 2013,J Balding,Gelding,Sixties Icon,Composing,Bayonetta Racing
5730,Le Manege Enchante,20th March 2013,D Shaw,Gelding,Zebedee,Beth,Mr Nigel Franklin
5742,Big Amigo,4th March 2013,K G Wingrove,Gelding,Bahamian Bounty,Goldamour,Mr Damien G Wingrove
5674,Yur Next,18th April 2008,J Farrelly,Mare,Definite Article,Listen Up,Mr Johnny Farrelly
5666,Comical Red,16th February 2008,Mark Gillard,Gelding,Sulamani,Sellette,Mr N J McMullan &amp; Mr S Garnett
5765,Outlaw In Town,21st January 2011,Simon Buechler,Gelding,Your Eminence,Shesarider,Michael Weatherly
5778,Rubyslittlegem,29th March 2011,Joel Marr,Mare,Suave Prospect,Ruby Sky,Stephen Brown
5747,Fuel Injection,1st March 2011,Mrs R Carr,Gelding,Pastoral Pursuits,Smart Hostess,Mrs M E Verity
5759,Night Train Lane,21st April 2012,Howard Gibson,Gelding,Grazen,Welken,Shane Bailey
5731,Life of Fame,28th January 2013,Frau I Kreger,Mare,Equiano,Fame Is The Spur,Frau I Kreger
5775,Storm Dancing,27th February 2010,Luis Rojero,Mare,Attila's Storm,Miles Of Aisles,Luis Rojero
5740,Dynamo Walt,14th April 2011,D Shaw,Gelding,Acclamation,Cambara,Shawthing Racing Partnership (d Shaw)
5684,Quixote,23rd March 2010,J W Unett,Horse,Pivotal,Quebrada,Mr James Unett
5788,B Bold Cindy,22nd March 2011,Dawna Anderson,Mare,Desert God,Bold Jubilation,Vernon Hauschild
5676,Titch Strider,16th June 2005,J F Panvert,Mare,Milan,Just Little,Mr J F Panvert
5752,Whispering Wolf,3rd March 2013,Suzzanne France,Mare,Amadeus Wolf,Ashover Amber,Newstart Partnership
5769,Push Girl,3rd April 2011,Jose Galvan,Mare,Value Plus,Mary's Special,Yvonne Gutierrez
5785,Include Me Now,12th January 2013,Joy Marlin,Gelding,Include,Watsyonoboutme,Donna Eaton
5798,Heya Heya,9th March 2014,Alberto Amparan,Filly,Lucky Pulpit,Powerofvoodoo,Alberto Amparan
5741,Mappin Time,10th January 2008,T D Easterby,Gelding,Orientate,Different Story,G &amp; P Baillie Habton Farms
5750,A J Cook,1st April 2010,R E Barr,Gelding,Mujadil,Undertone,Mrs Victoria Davies
5779,Loumylove,3rd May 2011,Ever Olguin,Mare,Pro Prado,New Cindi Lou,Ever Olguin
5694,Mont Ras,26th April 2007,R Fell,Gelding,Indian Ridge,Khayrat,Colne Valley Racing
5762,Dawson Who,18th April 2010,Andrew Bossung,Gelding,The Way Home,Crafty Meme,Andrew Bossung
5686,Fuwairt,20th April 2012,H J Evans,Gelding,Arcano,Safiya Song,Peter Clarke Racing Partners
5795,Springtime Rain,7th March 2014,Greg Green,Filly,Spring At Last,Pleasant Laughter,Green Greg And King B Kale
5808,Bellelaro,5th April 2013,Edward Kereluk,Gelding,Unbridled Trust,Ghostly Belle,Ukusa Stables
5789,Tricky Trix,1st April 2012,Henry Dominguez,Mare,Tizzam,Tricky Trish,Atteberry Jr Carl And Atteberry Iii Carl
5703,Henpecked,3rd June 2010,A C Whillans,Mare,Footstepsinthesand,Poule De Luxe,Eildon Hill Racing
5751,Cerulean Silk,21st March 2010,A W Carroll,Mare,Striking Ambition,Cerulean Rose,Mr D Lowe
5696,First Mohican,23rd February 2008,A King,Gelding,Tobougg,Mohican Girl,Hp Racing First Mohican
