Horse_id,Date,Pos,Ran,BHA,Type,Course,Distance,Going,Class,Starting Price
0075026, 19/06/12, 5,19, -, FLAT, Chantilly, 1m 1f 207y, Soft, -, 20/1
0075021, 28/10/09, 8,8, -, HURDLE, Haydock Park, 2m 0f 110y, Good, Good to Firm in places, 4, 80/1
0075026, 18/04/12,-,-, -, FLAT, Chantilly, 1m 4f 203y, Standard, -, 25/1
0075026, 08/12/10, 2,16, -, FLAT, Deauville, 1m 3f 204y, Standard, -,-
0075021, 01/09/09, 13,14, 43, FLAT, Ripon, 1m 1f 170y, Good, 5, 125/1
0075026, 31/10/10,-,-, -, FLAT, Saint-Cloud, 1m 2f 96y, Soft, -, 25/1
0075021, 24/08/09, 8,10, 43, FLAT, Hamilton Park, 1m 0f 65y, Heavy, Soft in places, 6, 50/1
0075026, 08/08/10,-,-, -, FLAT, Deauville, 1m 1f 97y, Good to Soft, -, 33/1
0075021, 03/08/09, 4,5, 45, FLAT, Carlisle, 0m 7f 200y, Good, Good to Soft in places, 6, 50/1
0075026, 14/07/10,-,-, -, FLAT, Longchamp, 1m 1f 0y, Good to Soft, -, 25/1
0075021, 18/07/09, 8,15, 48, FLAT, Ripon, 0m 6f 0y, Soft, Heavy in places, 5, 20/1
0075026, 03/07/08, 1,12, -, FLAT, Maisons-Laffitte, 1m 2f 110y, Soft, -, 10/1
0075021, 19/06/09, 10,10, 51, FLAT, Musselburgh, 0m 7f 30y, Good to Firm, 6, 100/1
0075021, 22/05/09, 8,14, 47, FLAT, Pontefract, 0m 6f 0y, Good, 5, 100/1
0075024, 04/12/08,-,-, -, FLAT, Deauville, 1m 1f 0y, Standard, -, 11/1
0075021, 18/10/08, 9,9, 51, FLAT, Catterick, 0m 7f 0y, Good to Soft, 4, 25/1
0075024, 11/07/08, 3,8, -, FLAT, Deauville, 1m 2f 0y, Soft, -, 6/1
0075021, 13/09/08, 6,6, 53, FLAT, Chester, 0m 7f 2y, Good to Soft, Soft in places, 3, 25/1
0075024, 24/06/08, 2,14, -, FLAT, Longchamp, 1m 1f 165y, Good, -, 10/1
0075021, 31/08/08, 8,10, -, FLAT, Musselburgh, 0m 7f 30y, Good, Good to Firm in places, 6, 9/1
0075021, 16/08/08, 2,11, -, FLAT, Ripon, 0m 6f 0y, Good to Soft, 4, 80/1
0075021, 27/06/08, 5,5, -, FLAT, Chester, 0m 7f 2y, Good, Good to Soft in places, 5, 28/1
0075028, 26/10/08,-,-, -, FLAT, Longchamp, 1m 0f 208y, Good to Soft, -,-
0075028, 24/06/08,-,-, -, FLAT, Longchamp, 1m 1f 165y, Good, -, 16/1
0075026, 24/06/08,-,-, -, FLAT, Longchamp, 1m 1f 165y, Good, -, 16/1
0075023, 02/07/14, 9,9, 45, FLAT, Catterick, 1m 3f 214y, Good to Firm, Firm in places (Watered), 6, 40/1
0075023, 21/06/14, 12,12, 45, FLAT, Redcar, 1m 6f 19y, Good to Firm (Watered), 6, 66/1
0075023, 20/05/14, 9,9, 47, FLAT, Newcastle, 2m 0f 19y, Good, 5, 80/1
0075023, 27/05/13, 7,11, 48, FLAT, Redcar, 1m 6f 19y, Good to Firm, Good in places, 6, 66/1
0075023, 20/05/13, 5,7, 49, FLAT, Southwell, 1m 6f 0y, Standard, 6, 33/1
0075023, 13/05/13, 5,10, 50, FLAT, Wolverhampton, 1m 4f 50y, Standard, 6, 8/1
0075023, 10/05/13, 11,11, 50, FLAT, Ripon, 2m 0f 0y, Good, 5, 40/1
0075023, 24/04/13, 9,14, 50, FLAT, Catterick, 1m 3f 214y, Good to Firm, Good in places, 5, 33/1
0075023, 01/04/13, 6,9, 51, FLAT, Redcar, 2m 0f 4y, Good to Soft, Soft in places, 6, 22/1
0075023, 19/03/13, 6,12, 52, FLAT, Wolverhampton, 2m 0f 119y, Standard, 6, 14/1
0075023, 01/03/13, 8,8, 49, FLAT, Wolverhampton, 1m 4f 50y, Standard, 6, 11/2
0075023, 18/02/13, 1,12, 49, FLAT, Wolverhampton, 1m 4f 50y, Standard, 6, 14/1
0075023, 06/02/13, 7,8, 53, FLAT, Southwell, 1m 4f 0y, Standard/Slow, 6, 20/1
0075023, 28/01/13, 8,14, 53, FLAT, Kempton Park, 1m 4f 0y, Standard, 6, 14/1
0075023, 18/01/13,-,-, 55, FLAT, Lingfield Park, 2m 0f 0y, Standard, 6, 8/1
0075023, 13/01/13, 8,11, 55, FLAT, Wolverhampton, 1m 4f 50y, Standard, 6, 14/1
0075023, 06/01/13, 2,5, 55, FLAT, Wolverhampton, 1m 4f 50y, Standard, 6, 8/1
0075023, 17/12/12, 5,5, 57, FLAT, Wolverhampton, 1m 4f 50y, Standard, 6, 80/1
0075023, 30/11/12, 12,13, 96, HURDLE, Doncaster, 2m 3f 110y, Soft, 5, 40/1
0075023, 21/11/12, 10,15, 59, FLAT, Lingfield Park, 1m 4f 0y, Standard, 6, 33/1
0075023, 13/11/12, 6,13, 96, HURDLE, Huntingdon, 2m 0f 110y, Soft, 4, 50/1
0075023, 07/11/12, 11,13, 61, FLAT, Nottingham, 1m 2f 50y, Soft, 5, 50/1
0075023, 09/10/12, 10,11, 63, FLAT, Brighton, 1m 1f 209y, Heavy, 6, 14/1
0075023, 08/09/12, 3,8, 63, FLAT, Wolverhampton, 1m 4f 50y, Standard, 6, 12/1
0075023, 13/03/12, 4,4, 64, FLAT, Southwell, 1m 4f 0y, Standard, 5, 2/1
0075023, 04/03/12, 13,15, -, HURDLE, Huntingdon, 2m 0f 110y, Soft, Good to Soft in places, 4, 100/1
0075029, 20/07/12,-,-, -, FLAT, Vichy, 1m 1f 207y, Good to Soft, -, 18/1
0075029, 24/10/11,-,-, -, FLAT, Maisons-Laffitte, 1m 3f 204y, Good, -, 25/1
0075023, 26/02/12, 9,13, -, HURDLE, Towcester, 2m 0f 0y, Good to Soft, 4, 25/1
0075029, 03/10/11,-,-, -, FLAT, Maisons-Laffitte, 1m 3f 204y, Good, -, 16/1
0075029, 08/07/11,-,-, -, FLAT, Deauville, 1m 1f 97y, Good to Soft, -, 12/1
0075029, 21/12/10,-,-, -, FLAT, Deauville, 1m 1f 97y, Standard, -, 11/1
0075023, 14/02/12, 2,7, 61, FLAT, Southwell, 1m 4f 0y, Standard, 6, 6/1
0075029, 18/12/10,-,-, -, FLAT, Deauville, 1m 1f 97y, Standard, -, 25/1
0075023, 03/02/12, 4,12, 62, FLAT, Lingfield Park, 1m 4f 0y, Standard, 5, 20/1
0075029, 19/07/10,-,-, -, FLAT, Vichy, 1m 3f 204y, Good to Soft, -, 11/2
0075023, 31/01/12, 8,14, 62, FLAT, Southwell, 1m 6f 0y, Standard, 6, 10/1
0075029, 26/08/09, 4,16, -, FLAT, Deauville, 1m 1f 97y, Good, -, 6/1
0075023, 27/01/12, 4,10, -, HURDLE, Huntingdon, 2m 0f 110y, Soft, Good to Soft in places, 4, 100/1
0075029, 09/08/09, 4,18, -, FLAT, Deauville, 1m 1f 97y, Good, -, 13/2
0075023, 02/01/12, 2,12, 60, FLAT, Southwell, 2m 0f 0y, Standard, 6, 9/1
0075029, 07/06/09,-,-, -, FLAT, Chantilly, 1m 1f 207y, Good to Soft, -, 16/1
0075029, 04/12/08,-,-, -, FLAT, Deauville, 1m 1f 0y, Standard, -, 14/1
0075023, 19/12/11, 5,13, 60, FLAT, Wolverhampton, 1m 1f 103y, Standard, 5, 25/1
0075029, 22/08/08,-,-, -, FLAT, Deauville, 1m 1f 110y, Standard, -, 11/1
0075023, 10/12/11, 7,11, 60, FLAT, Wolverhampton, 1m 4f 50y, Standard, 6, 13/2
0075029, 24/06/08, 2,12, -, FLAT, Longchamp, 1m 1f 165y, Good, -, 16/1
0075023, 28/11/11, 3,13, 58, FLAT, Wolverhampton, 1m 5f 194y, Standard, 6, 10/1
0075023, 30/09/11, 3,13, 59, FLAT, Wolverhampton, 1m 5f 194y, Standard, 6, 14/1
0075023, 17/09/11, 10,11, 61, FLAT, Wolverhampton, 1m 4f 50y, Standard, 6, 12/1
0075023, 30/08/11, 5,8, 61, FLAT, Wolverhampton, 1m 4f 50y, Standard, 6, 14/1
0075023, 15/08/11, 7,9, 78, FLAT, Kempton Park, 1m 3f 0y, Standard, 5, 16/1
0075023, 20/07/11, 7,7, 62, FLAT, Sandown Park, 1m 6f 0y, Soft (Good to Soft in places on the round course), 4, 8/1
0075023, 29/06/11, 1,11, 58, FLAT, Chepstow, 1m 4f 23y, Good to Soft, Good in places, 6, 10/3
0075023, 18/06/11, 4,13, 58, FLAT, Newmarket, 1m 5f 0y, Good to Soft, Good in places, 5, 4/1
0075023, 26/05/11, 7,12, 60, FLAT, Sandown Park, 1m 2f 7y, Good, Good to Firm in places, 5, 12/1
0075023, 09/03/11, 7,11, 63, FLAT, Kempton Park, 1m 2f 0y, Standard, 6, 8/1
0075023, 22/02/11, 6,7, 64, FLAT, Southwell, 1m 3f 0y, Standard, 5, 5/1
0075023, 02/02/11, 10,12, 63, FLAT, Kempton Park, 1m 2f 0y, Standard, 5, 9/1
0075023, 23/01/11, 3,8, 63, FLAT, Kempton Park, 1m 3f 0y, Standard, 5, 13/8
0075023, 12/01/11, 5,7, 65, FLAT, Kempton Park, 1m 2f 0y, Standard, 5, 16/1
0075023, 15/12/10, 6,12, 69, FLAT, Lingfield Park, 1m 2f 0y, Standard, 6, 9/1
0075023, 17/11/10, 4,6, 71, FLAT, Kempton Park, 1m 4f 0y, Standard, 6, 11/2
0075037, 11/12/14,-,-, -, FLAT, Lyon La Soie, 1m 2f 151y, Standard, -, 7/1
0075037, 26/11/12,-,-, -, FLAT, Lyon-Parilly, 1m 2f 205y, Soft, -, 16/1
0075037, 21/12/10,-,-, -, FLAT, Pau, 1m 3f 204y, Soft (All Weather Standard), -, 7/1
0075037, 08/06/09,-,-, -, FLAT, Saint-Cloud, 1m 2f 96y, Soft, -, 12/1
0075037, 07/09/08,-,-, -, FLAT, Longchamp, 1m 4f 0y, Good to Soft, -, 25/1
0075037, 24/06/08,-,-, -, FLAT, Longchamp, 1m 2f 0y, Good, -, 10/1
0075043, 09/08/09, 1,7, 79, FLAT, Leicester, 0m 7f 9y, Heavy, 2, 10/3
0075043, 01/08/09, 2,14, 77, FLAT, Newmarket, 0m 7f 0y, Good, 3, 8/1
0075043, 11/07/09, 5,12, 76, FLAT, Salisbury, 1m 0f 0y, Soft, 4, 12/1
0075043, 12/06/09, 5,10, 79, FLAT, Sandown Park, 1m 0f 14y, Good, Good to Soft in places, 4, 9/2
0075043, 31/03/09, 1,12, 79, FLAT, Folkestone, 0m 7f 0y, Good to Soft (Good places Round Course;Straight Good,Good to Soft places), 5, 4/5
0075043, 25/09/08, 4,12, 79, FLAT, Pontefract, 0m 6f 0y, Good to Firm, Good in places, 4, 2/5
0075043, 01/09/08, 2,11, -, FLAT, Lingfield Park, 0m 7f 0y, Good (AW Standard), 5, 2/5
0075043, 18/07/08, 2,13, -, FLAT, Newbury, 0m 7f 0y, Good, Good to Firm in places, 4, 1/1
0075043, 28/06/08, 2,11, -, FLAT, Newmarket, 0m 7f 0y, Firm, 4, 7/1
0075039, 26/05/09, 1,11, 70, FLAT, Leicester, 0m 5f 218y, Good to Firm, Good in places, 6, 7/2
0075039, 08/05/09, 3,8, 66, FLAT, Hamilton Park, 0m 6f 0y, Good to Soft, 5, 4/1
0075039, 30/04/09, 1,13, 66, FLAT, Redcar, 0m 6f 0y, Good to Firm, Firm in places, 6, 7/2
0075039, 24/04/09, 3,11, 66, FLAT, Wolverhampton, 0m 7f 0y, Standard, 6, 6/1
0075039, 02/04/09, 1,8, 66, FLAT, Leicester, 0m 6f 0y, Good to Firm, 6, 11/8
0075039, 05/02/09, 4,7, 67, FLAT, Southwell, 0m 7f 0y, Standard/Slow, 6, 9/4
0075039, 27/12/08, 4,7, 67, FLAT, Southwell, 0m 6f 0y, Standard, 5, 7/1
0075039, 27/10/08, 5,15, -, FLAT, Leicester, 0m 5f 218y, Good to Soft, Soft in places, 6, 10/1
0075039, 26/09/08, 7,11, -, FLAT, Haydock Park, 0m 6f 0y, Good to Firm, Good in places, 5, 7/2
0075039, 18/09/08, 6,17, -, FLAT, Pontefract, 0m 5f 0y, Good to Soft, Good in places, 5, 12/1
0075027, 21/08/09, 11,11, 75, FLAT, Wolverhampton, 1m 4f 50y, Standard, 5, 8/1
0075027, 31/07/09, 4,7, 68, FLAT, Haydock Park, 1m 2f 95y, Heavy (6f Course;Good to Soft, Good in places), 5, 11/1
0075027, 07/07/09, 7,12, 75, FLAT, Wolverhampton, 1m 0f 141y, Standard, 6, 12/1
0075027, 24/06/08,-,-, -, FLAT, Longchamp, 1m 1f 165y, Good, -, 1/1
0075041, 24/07/10, 4,5, 48, FLAT, Lingfield Park, 2m 0f 0y, Firm, Good to Firm in places, 5, 8/1
0075041, 08/07/10, 3,6, 49, FLAT, Folkestone, 2m 0f 93y, Good to Firm, Firm in places, 6, 5/1
0075041, 17/06/10, 4,8, 51, FLAT, Warwick, 1m 6f 213y, Good, Good to Firm in places, 5, 20/1
0075041, 07/06/10, 4,9, 51, FLAT, Folkestone, 2m 0f 93y, Good to Firm (Good places)(Round Good, Good to Firm places), 5, 20/1
0075041, 23/05/10, 2,6, 51, FLAT, Bath, 2m 1f 34y, Firm, 6, 11/1
0075041, 10/05/10, 5,12, 51, FLAT, Wolverhampton, 1m 5f 194y, Standard, 6, 20/1
0075041, 29/04/10, 8,15, 85, HURDLE, Hereford, 2m 1f 0y, Good to Firm, Good in places, 5, 28/1
0075041, 21/04/10, 10,15, 90, HURDLE, Southwell, 2m 4f 110y, Good, 5, 20/1
0075041, 21/03/10, 6,15, -, HURDLE, Newton Abbot, 2m 1f 0y, Heavy, Soft in places, 4, 25/1
0075041, 01/02/10,-,-, 999, JUMP, Ludlow, -, -, 4, 15/2
0075041, 31/01/10, 7,7, -, HURDLE, Plumpton, 2m 0f 0y, Good to Soft, Soft in places, 4, 25/1
0075041, 07/01/10,-,-, 999, JUMP, Ludlow, -, -, 4, 15/2
0075041, 03/12/09, 2,7, -, HURDLE, Wincanton, 2m 0f 0y, Heavy, 4, 11/2
0075041, 17/10/09, 2,12, 51, FLAT, Wolverhampton, 2m 0f 119y, Standard, 6, 17/2
0075041, 14/10/09, 8,13, 51, FLAT, Lingfield Park, 2m 0f 0y, Standard/Slow, 6, 25/1
0075041, 03/10/09, 12,13, 54, FLAT, Wolverhampton, 1m 1f 103y, Standard, 6, 5/1
0075041, 11/09/09, 9,12, 54, FLAT, Wolverhampton, 1m 4f 50y, Standard, 6, 25/1
0075041, 07/08/09, 11,12, 57, FLAT, Lingfield Park, 1m 3f 106y, Good to Soft (Good in places Turf ;All Weather;Standard), 5, 16/1
0075041, 16/07/09, 9,16, 59, FLAT, Doncaster, 1m 2f 60y, Good to Soft, Soft in places, 5, 18/1
0075041, 24/06/09, 9,11, 61, FLAT, Salisbury, 1m 1f 198y, Good to Firm, 5, 16/1
0075041, 09/06/09, 4,11, 62, FLAT, Chester, 1m 2f 75y, Good to Firm, Good in places, 5, 8/1
0075041, 22/05/09, 4,9, 62, FLAT, Haydock Park, 1m 2f 120y, Heavy, Soft in places, 5, 16/1
0075041, 27/09/08, 6,9, -, FLAT, Haydock Park, 1m 0f 30y, Good to Firm, 5, 25/1
0075041, 22/08/08, 10,16, -, FLAT, Newbury, 0m 7f 0y, Good to Soft, Good in places, 5, 16/1
0075041, 10/08/08, 10,15, -, FLAT, Leicester, 0m 7f 9y, Good, Good to Firm in places, 4, 66/1
0075036, 13/03/16, 5,7, 82, HURDLE, Warwick, 2m 0f 0y, Soft (Heavy in places), 4, 16/1
0075036, 19/02/16,-,-, 82, HURDLE, Fakenham, 2m 0f 3y, Good to Soft (Soft in places), 5, 5/1
0075036, 22/01/16, 5,5, 43, FLAT, Lingfield Park, 1m 5f 0y, Standard, 5, 16/1
0075036, 26/12/15, 1,9, 74, HURDLE, Market Rasen, 2m 0f 148y, Soft (Good to Soft in places), 5, 16/1
0075036, 15/10/15, 9,11, 78, HURDLE, Uttoxeter, 1m 7f 168y, Good (Watered), 5, 20/1
0075036, 14/09/15, 6,11, 45, FLAT, Brighton, 1m 3f 196y, Good, 6, 25/1
0075036, 19/03/15, 9,12, 81, HURDLE, Chepstow, 2m 0f 110y, Good to Soft (Soft in places), 5, 25/1
0075036, 06/03/15, 8,9, 85, HURDLE, Sandown Park, 2m 0f 110y, Good to Soft (Soft in places, back straight Good in places), 4, 12/1
0075036, 25/02/15,-,-, -, JUMP, Lingfield Park, -, -, 5, 33/1
0075036, 18/12/14,-,-, 78, CHASE, Towcester, 2m 3f 110y, Soft, Heavy in places, 5, 17/2
0075036, 10/12/14,-,-, 78, CHASE, Leicester, 2m 0f 0y, Good to Soft, Good in places, 4, 6/1
0075036, 17/11/14,-,-, 80, CHASE, Leicester, 2m 4f 110y, Good to Soft, Good in places, 5, 9/2
0075036, 31/10/14, 8,8, 48, FLAT, Wolverhampton, 2m 0f 119y, Standard, 6, 8/1
0075036, 08/10/14, 1,9, 74, HURDLE, Towcester, 2m 0f 0y, Good to Firm, Good in places, 5, 8/1
0075036, 30/09/14, 2,11, 74, HURDLE, Chepstow, 2m 0f 110y, Good (Watered), 5, 12/1
0075036, 27/09/14, 12,13, 53, FLAT, Wolverhampton, 2m 0f 119y, Standard, 6, 33/1
0075036, 30/08/14, 7,9, 55, FLAT, Bath, 1m 5f 22y, Good to Soft, 6, 18/1
0075036, 16/07/14, 15,16, 82, HURDLE, Worcester, 2m 4f 0y, Good to Firm, Good in places (Watered), 5, 33/1
0075036, 08/07/14, 13,14, 82, HURDLE, Uttoxeter, 2m 0f 0y, Good, Good to Firm in places, 5, 16/1
0075036, 20/05/14,-,-, 56, FLAT, Warwick, 1m 7f 9y, Good to Firm, 5, 7/1
0075036, 06/04/14, 3,6, 85, HURDLE, Market Rasen, 2m 1f 0y, Good, 5, 5/2
0075036, 28/03/14, 3,4, 57, FLAT, Wolverhampton, 1m 5f 194y, Standard, 6, 11/4
0075036, 15/03/14, 4,7, 58, FLAT, Wolverhampton, 1m 5f 194y, Standard, 6, 12/1
0075036, 05/12/13, 6,9, 90, HURDLE, Leicester, 2m 0f 0y, Good to Soft, Good in places, 5, 16/1
0075036, 18/11/13, 5,8, 84, CHASE, Leicester, 2m 4f 110y, Good to Firm, Good in places, 5, 16/1
0075036, 24/10/13, 7,10, 92, CHASE, Ludlow, 2m 0f 0y, Good, Good to Soft in places, 5, 12/1
0075036, 09/10/13, 4,8, 100, HURDLE, Ludlow, 2m 0f 0y, Good, Good to Firm in places, 4, 10/1
0075036, 04/09/13, 1,4, 50, FLAT, Bath, 1m 5f 22y, Firm, 6, 5/2
0075036, 26/08/13, 1,9, 50, FLAT, Warwick, 1m 6f 213y, Good, 6, 25/1
0075036, 09/08/13, 6,9, 53, FLAT, Brighton, 1m 3f 196y, Good, 6, 33/1
0075036, 30/06/13,-,-, 100, HURDLE, Uttoxeter, 2m 0f 0y, Good, Good to Firm in places, 5, 33/1
0075036, 14/06/13, 13,13, 54, FLAT, Chepstow, 2m 0f 49y, Good to Soft, 6, 16/1
0075036, 03/06/13, 3,9, 54, FLAT, Chepstow, 2m 0f 49y, Good to Firm, Good in places, 6, 8/1
0075036, 22/05/13, 7,8, 55, FLAT, Lingfield Park, 1m 6f 0y, Good, Good to Firm in places, 5, 10/1
0075036, 03/05/13, 2,6, 55, FLAT, Chepstow, 2m 0f 49y, Good to Firm, 6, 5/1
0075036, 28/03/13, 6,9, 57, FLAT, Wolverhampton, 1m 4f 50y, Standard, 6, 16/1
0075036, 12/03/13, 5,8, 60, FLAT, Wolverhampton, 2m 0f 119y, Standard, 6, 16/1
0075036, 29/03/12, 6,6, 61, FLAT, Kempton Park, 2m 0f 0y, Standard, 5, 11/1
0075036, 09/03/12, 4,7, 105, HURDLE, Sandown Park, 2m 0f 110y, Good (G/S plcs Back straight, Home straight G/S, Soft plcs), 4, 4/1
0075036, 15/02/12, 5,13, 57, FLAT, Lingfield Park, 2m 0f 0y, Standard, 6, 4/1
0075036, 06/02/12, 1,8, 57, FLAT, Wolverhampton, 1m 5f 194y, Standard, 6, 5/2
0075036, 25/01/12, 3,9, 57, FLAT, Lingfield Park, 1m 5f 0y, Standard, 6, 10/1
0075036, 26/12/11,-,-, 105, HURDLE, Huntingdon, 2m 5f 110y, Good to Soft, Soft in places, 4, 7/1
0075036, 27/11/11, 2,9, 105, HURDLE, Leicester, 2m 4f 110y, Good, Good to Firm in places, 4, 14/1
0075036, 14/11/11, 3,8, 105, HURDLE, Leicester, 2m 0f 0y, Good, Good to Soft in places, 3, 11/1
0075036, 09/10/11, 13,13, 58, FLAT, Goodwood, 2m 0f 0y, Good (Good to Firm in places on round course), 5, 12/1
0075036, 27/08/11, 10,10, 108, HURDLE, Cartmel, 2m 1f 110y, Soft, 3, 20/1
0075036, 04/08/11, 2,7, 55, FLAT, Brighton, 1m 3f 196y, Soft, Good to Soft in places, 4, 8/1
0075036, 23/07/11, 2,8, 55, FLAT, Lingfield Park, 2m 0f 0y, Good, Good to Soft in places, 5, 12/1
0075036, 24/05/11, 6,12, 56, FLAT, Chepstow, 2m 0f 49y, Good to Firm, Good in places, 6, 6/1
0075038, 08/09/11, 10,10, 61, FLAT, Laytown, 0m 7f 0y, Standard, -, 11/1
0075038, 29/08/11, 10,15, 62, FLAT, Galway, 1m 0f 100y, Good, -, 20/1
0075038, 16/08/11, 4,9, 63, FLAT, Sligo, 0m 6f 110y, Yielding to Soft, -, 12/1
0075038, 10/07/11, 10,18, 63, FLAT, Fairyhouse, 1m 2f 0y, Good, -, 14/1
0075038, 30/06/11, 9,14, 63, FLAT, Leopardstown, 0m 7f 0y, Good to Firm, -, 12/1
0075038, 28/06/11, 4,14, 63, FLAT, Sligo, 0m 6f 110y, Yielding to Soft, -, 25/1
0075038, 05/02/10, 6,7, 75, FLAT, Wolverhampton, 1m 1f 103y, Standard, 4, 50/1
0075038, 04/02/10, 9,9, 75, FLAT, Wolverhampton, 1m 0f 141y, Standard, 4, 25/1
0075038, 31/12/09, 12,13, -, HURDLE, Punchestown, 2m 0f 0y, Heavy, -, 12/1
0075038, 18/04/09, 4,12, -, FLAT, Newbury, 1m 0f 0y, Soft, 4, 7/2
0075038, 01/08/08, 3,5, -, FLAT, Newmarket, 0m 7f 0y, Good to Firm, 4, 5/2
0075038, 18/07/08, 3,13, -, FLAT, Newbury, 0m 7f 0y, Good, Good to Firm in places, 4, 11/2
0075044, 05/08/19, 15,16, 69, FLAT, Carlisle, 1m 3f 39y, Good to Soft (Good in places), 5, 40/1
0075044, 14/06/19, 14,19, 70, FLAT, York, 1m 3f 188y, Soft, 4, 25/1
0075054, 27/12/08, 9,9, 48, FLAT, Southwell, 0m 5f 0y, Standard, 6, 25/1
0075054, 24/08/08, 9,9, -, FLAT, Yarmouth, 0m 6f 3y, Good to Soft, 5, 50/1
0075054, 28/07/08, 11,13, -, FLAT, Southwell, 0m 5f 0y, Standard, 5, 50/1
0075054, 28/06/08, 7,8, -, FLAT, Lingfield Park, 0m 5f 0y, Standard (Turf: Good to Firm, Firm in places), 5, 50/1
0075044, 12/08/18, 1,10, 67, FLAT, Windsor, 1m 3f 99y, Good, 5, 5/2
0075044, 03/08/18, 1,11, 64, FLAT, Musselburgh, 1m 5f, Good (Good to Firm in places), 5, 3/1
0075044, 25/07/18, 5,8, 64, FLAT, Catterick, 1m 4f 13y, Good to Firm (Watered), 6, 6/1
0075044, 21/06/18, 1,13, 60, FLAT, Ripon, 1m 4f 10y, Good (Good to Firm in places), 6, 2/1
0075044, 22/05/18, 5,8, 63, FLAT, Ayr, 1m 5f 26y, Good to Firm (Firm in places), 6, 15/2
0075044, 14/05/18, 5,10, 63, FLAT, Catterick, 1m 7f 189y, Good (Good to Firm in places), 6, 8/1
0075044, 10/02/18, 3,9, 63, FLAT, Wolverhampton, 1m 4f 51y, Standard, 5, 20/1
0075044, 23/01/18, 8,9, 65, FLAT, Southwell, 1m 4f 14y, Standard, 6, 12/1
0075044, 11/01/18, 3,9, 67, FLAT, Newcastle, 1m 4f 98y, Standard, 5, 8/1
0075044, 20/11/17, 5,12, 69, FLAT, Wolverhampton, 2m 120y, Standard, 5, 20/1
0075044, 27/10/17, 3,19, 69, FLAT, Doncaster, 1m 2f 43y, Good to Soft, 5, 25/1
0075044, 04/09/17, 7,11, 71, FLAT, Ripon, 1m 4f 10y, Good to Firm (Good in places - Watered), 4, 50/1
0075044, 08/08/17, 5,6, 73, FLAT, Catterick, 1m 5f 192y, Soft, 4, 16/1
0075044, 24/07/17, 5,6, 75, FLAT, Ayr, 1m 5f 26y, Good (Good to Firm in places), 5, 12/1
0075044, 30/06/17, 6,7, 76, FLAT, Doncaster, 1m 6f 115y, Soft, 4, 12/1
0075044, 16/06/17, 4,10, 77, FLAT, York, 1m 3f 188y, Good to Firm (Good in places), 4, 8/1
0075044, 26/05/17, 2,12, 75, FLAT, Pontefract, 1m 4f 5y, Good (Good to Firm in places), 4, 25/1
0075044, 13/05/17, 8,10, 78, FLAT, Nottingham, 1m 6f, Good (Good to Soft in places), 4, 14/1
0075044, 12/04/17, 10,13, 79, FLAT, Catterick, 1m 3f 214y, Good to Firm (Good in places), 4, 40/1
0075044, 08/10/16, 5,11, 81, FLAT, York, 2m 0f 88y, Good (Good to Firm in places), 4, 12/1
0075044, 23/09/16, 4,5, 82, FLAT, Newcastle, 2m 0f 56y, Standard, 4, 5/1
0075044, 30/08/16, 4,6, 82, FLAT, Ripon, 2m 0f 0y, Good, 4, 12/1
0075044, 30/07/16, 1,8, 77, FLAT, Thirsk, 1m 4f 0y, Good to Soft (Good in places), 4, 9/1
0075044, 23/07/16, 6,12, 77, FLAT, Chester, 1m 5f 89y, Good (Good to Soft in places), 4, 10/1
0075044, 16/07/16, 7,12, 77, FLAT, Haydock Park, 1m 6f 0y, Soft (Heavy in places), 4, 10/1
0075044, 24/06/16, 1,9, 72, FLAT, Doncaster, 1m 6f 132y, Good to Soft (Good in places), 4, 16/1
0075044, 10/06/16, 6,14, 75, FLAT, York, 1m 4f 0y, Good, 4, 20/1
0075044, 03/05/16, 3,9, 79, FLAT, Catterick, 1m 3f 214y, Good to Soft (Good in places), 6, 5/2
0075044, 13/05/15, 13,16, 81, FLAT, York, 1m 4f 0y, Good, 4, 10/1
0075044, 23/04/15, 6,8, 81, FLAT, Beverley, 1m 4f 16y, Good to Firm (Good in Places), 4, 14/1
0075044, 08/04/15, 5,9, 82, FLAT, Catterick, 1m 3f 214y, Good to Soft (Good in places), 4, 28/1
0075044, 17/10/14, 12,12, 83, FLAT, Haydock Park, 2m 0f 45y, Soft, Heavy in places, 4, 25/1
0075044, 27/09/14, 5,8, 84, FLAT, Ripon, 1m 4f 10y, Good (Watered), 4, 20/1
0075044, 07/09/14, 7,12, 85, FLAT, York, 2m 0f 88y, Good to Firm, Good in places, 4, 9/1
0075044, 20/08/14, 8,16, 85, FLAT, York, 2m 0f 88y, Good to Firm, Good in places, 2, 11/1
0075044, 26/07/14, 1,7, 83, FLAT, York, 2m 0f 88y, Good to Firm, 3, 3/1
0075044, 11/07/14, 5,10, 84, FLAT, York, 1m 4f 0y, Good to Firm, 2, 25/1
0075044, 31/05/14, 8,15, 85, FLAT, York, 1m 4f 0y, Good to Soft, 3, 10/1
0075044, 16/05/14, 3,11, 84, FLAT, York, 1m 4f 0y, Good, 2, 12/1
0075044, 03/05/14, 1,9, 81, FLAT, Doncaster, 1m 6f 132y, Soft, Good to Soft in places, 4, 6/1
0075044, 18/04/14, 6,12, 82, FLAT, Musselburgh, 1m 6f 0y, Good to Firm (Good in places 5f straight), 2, 10/1
0075044, 09/11/13, 20,23, 85, FLAT, Doncaster, 1m 4f 0y, Soft, 2, 100/1
