Horse_id,Date,Pos,Ran,BHA,Type,Course,Distance,Going,Class,Starting Price
0075818, 30/08/09, 2,6, -, FLAT, Deauville, 1m 4f 94y, Good, -, 4/1
0075818, 18/09/08, 2,8, -, FLAT, Chantilly, 1m 7f 0y, Good, -, 11/4
0075818, 04/07/08, 3,16, -, FLAT, Clairefontaine, 1m 4f 0y, Soft, -, 10/3
0075794, 10/09/17, 7,9, 92, CHASE, Fontwell, 2m 1f 165y, Good (Good to Soft in places), 5, 9/1
0075794, 31/07/17, 3,7, 92, CHASE, Newton Abbot, 2m 75y, Good to Soft, 5, 15/2
0075794, 25/10/16, 1,8, 86, CHASE, Bangor-on-Dee, 2m 1f 77y, Good (Watered), 4, 13/2
0075794, 25/08/16, 1,5, 78, CHASE, Fontwell Park, 2m 1f 96y, Good (Watering), 4, 4/1
0075794, 12/07/16, 7,14, 81, HURDLE, Worcester, 2m 4f 0y, Good (Good to Soft in places), 5, 9/1
0075794, 04/05/16, 3,15, 78, HURDLE, Newton Abbot, 2m 5f 122y, Good (Good to Firm in places), 5, 12/1
0075794, 01/04/16, 3,8, 82, CHASE, Fontwell Park, 2m 3f 35y, Soft (Good to Soft in places), 5, 9/1
0075794, 20/03/16, 4,10, 82, CHASE, Ffos Las, 2m 4f 199y, Good to Soft (Soft in places), 4, 10/1
0075794, 28/12/15, 6,9, 95, HURDLE, Leicester, 2m 4f 110y, Heavy, 5, 100/1
0075794, 14/12/15,-,-, 88, CHASE, Plumpton, 2m 3f 164y, Soft (Good to Soft in places), 5, 7/1
0075794, 08/11/15, 5,6, 91, CHASE, Ffos Las, 2m 0f 0y, Heavy, 4, 7/1
0075794, 29/09/15, 3,5, 94, CHASE, Sedgefield, 2m 3f 65y, Good (Good to Firm in places), 4, 10/3
0075794, 21/08/15, 6,10, 97, CHASE, Bangor-on-Dee, 2m 4f 72y, Good, 4, 11/1
0075794, 07/05/15, 2,5, 97, CHASE, Newton Abbot, 2m 0f 110y, Soft (Heavy in places), 5, 6/1
0075794, 18/02/15, 6,9, 98, CHASE, Ludlow, 2m 0f 0y, Good to Soft, Soft in places, 4, 25/1
0075794, 22/12/14,-,-, 101, CHASE, Bangor-on-Dee, 2m 4f 110y, Soft, Heavy in places, 4, 20/1
0075794, 06/12/14, 4,8, 102, CHASE, Chepstow, 2m 3f 110y, Good to Soft, Good in places, 3, 20/1
0075794, 28/10/14, 1,6, 96, CHASE, Ffos Las, 2m 3f 110y, Good to Soft, 4, 14/1
0075794, 19/02/14,-,-, 96, CHASE, Ludlow, 2m 0f 0y, Heavy, Soft in places, 4, 25/1
0075794, 06/02/14,-,-, 96, JUMP, Taunton, -, -, 4, 11/1
0075794, 14/01/14,-,-, 99, CHASE, Exeter, 2m 1f 110y, Soft, Heavy in places, 4, 100/1
0075794, 19/12/13,-,-, 101, CHASE, Exeter, 2m 3f 110y, Soft, 4, 66/1
0075794, 21/11/13,-,-, 103, CHASE, Chepstow, 2m 3f 110y, Heavy, 4, 33/1
0075794, 22/10/13, 5,6, 106, CHASE, Exeter, 2m 3f 110y, Good to Soft, Soft in places, 4, 25/1
0075794, 30/09/13, 3,4, 107, CHASE, Newton Abbot, 2m 0f 110y, Good to Soft, Soft in places, 4, 12/1
0075794, 13/09/13, 9,12, 99, HURDLE, Bangor-on-Dee, 2m 4f 0y, Good, 5, 25/1
0075794, 18/06/13, 8,11, 102, HURDLE, Stratford, 2m 0f 110y, Good to Firm, Good in places, 4, 66/1
0075794, 18/05/13,-,-, 107, HURDLE, Bangor-on-Dee, 2m 1f 0y, Good, 4, 14/1
0075794, 05/12/12,-,-, 107, CHASE, Hereford, 2m 0f 0y, Soft, Good to Soft in places, 4, 14/1
0075794, 01/12/12,-,-, 107, JUMP, Bangor-on-Dee, -, -, 4, 10/1
0075794, 27/10/12, 6,8, 108, CHASE, Chepstow, 2m 3f 110y, Good to Soft, 4, 5/1
0075794, 04/10/12, 2,7, 108, CHASE, Bangor-on-Dee, 2m 1f 110y, Good, Good to Soft in places, 4, 5/1
0075794, 27/08/12, 1,6, 101, CHASE, Bangor-on-Dee, 2m 1f 110y, Good, Good to Soft in places, 4, 9/4
0075794, 09/04/12, 4,8, 102, CHASE, Chepstow, 2m 3f 110y, Soft, 4, 15/2
0075794, 31/03/12, 5,9, 105, CHASE, Uttoxeter, 2m 5f 0y, Good, 4, 6/1
0075794, 31/01/12, 8,10, 107, CHASE, Taunton, 2m 0f 110y, Good to Soft, Soft in places, 3, 16/1
0075794, 15/12/11,-,-, 108, CHASE, Exeter, 2m 3f 110y, Heavy, Soft in places, 4, 20/1
0075794, 27/09/11, 4,12, 108, CHASE, Sedgefield, 2m 4f 0y, Good, 4, 12/1
0075794, 17/08/11, 4,5, 110, CHASE, Hereford, 2m 3f 0y, Good to Firm, 4, 5/2
0075794, 25/05/11, 3,5, 114, CHASE, Newton Abbot, 2m 5f 110y, Good to Firm, Good in places, 5, 18/1
0075794, 05/04/11,-,-, 118, CHASE, Exeter, 2m 3f 110y, Good (Good to Firm in back straight), 4, 16/1
0075794, 06/03/11,-,-, -, CHASE, Sedgefield, 2m 0f 110y, Good to Soft, Soft in places, 4, 11/1
0075794, 30/01/11, 4,5, -, CHASE, Hereford, 2m 0f 0y, Soft, Good to Soft in places, 3, 6/1
0075794, 20/01/11,-,-, -, CHASE, Ludlow, 2m 0f 0y, Good to Soft, Soft in places, 4, 14/1
0075794, 08/01/11,-,-, 119, HURDLE, Chepstow, 3m 0f 0y, Soft, Heavy in places, 3, 28/1
0075794, 27/12/10,-,-, 119, JUMP, Chepstow, -, -, 3, 16/1
0075794, 15/06/10, 1,14, 114, HURDLE, Newton Abbot, 2m 3f 0y, Good, Good to Firm in places, 3, 11/4
0075794, 17/05/10, 2,14, 112, HURDLE, Newton Abbot, 2m 3f 0y, Good, Good to Soft in places, 3, 6/1
0075794, 04/12/09, 3,16, -, HURDLE, Exeter, 2m 1f 0y, Heavy, Soft in places, 4, 10/1
0075794, 15/11/09,-,-, -, HURDLE, Cheltenham, 2m 5f 0y, Soft, Heavy in places, 1, 66/1
0075836, 21/01/09,-,-, -, HURDLE, Pau, 2m 1f 0y, Good to Soft, -, 5/1
0075760, 19/04/11, 9,11, 59, FLAT, Southwell, 0m 6f 0y, Standard, 5, 28/1
0075760, 08/04/11, 14,15, 56, FLAT, Newcastle, 0m 5f 0y, Good to Soft-Good in places on Straight Course., 6, 22/1
0075760, 15/03/11, 10,13, 60, FLAT, Southwell, 0m 5f 0y, Standard, 6, 8/1
0075760, 02/03/11, 2,8, 60, FLAT, Wolverhampton, 0m 5f 20y, Standard, 6, 4/1
0075760, 22/02/11, 2,6, 60, FLAT, Southwell, 0m 6f 0y, Standard, 6, 11/2
0075760, 10/02/11, 9,9, 62, FLAT, Southwell, 0m 5f 0y, Standard, 5, 11/1
0075760, 13/01/11, 3,7, 61, FLAT, Southwell, 0m 5f 0y, Standard, 6, 5/2
0075760, 03/01/11, 1,7, 57, FLAT, Southwell, 0m 5f 0y, Standard, 6, 5/2
0075760, 21/12/10, 1,11, 54, FLAT, Southwell, 0m 5f 0y, Standard/Slow, 6, 8/1
0075760, 10/12/10, 2,9, 54, FLAT, Southwell, 0m 5f 0y, Standard/Slow, 6, 9/4
0075760, 23/11/10, 5,14, 55, FLAT, Southwell, 0m 5f 0y, Standard, 6, 11/1
0075760, 05/11/10, 7,13, 58, FLAT, Southwell, 0m 6f 0y, Standard, 5, 4/1
0075760, 06/10/10, 6,14, 59, FLAT, Nottingham, 0m 6f 15y, Soft, Heavy in places, 5, 13/2
0075760, 25/08/10, 6,9, 60, FLAT, Ayr, 0m 7f 50y, Good, 6, 11/2
0075760, 11/08/10, 4,10, 60, FLAT, Hamilton Park, 0m 6f 5y, Good, Good to Soft in places, 6, 4/1
0075760, 21/07/10, 3,12, 60, FLAT, Catterick, 0m 5f 212y, Good to Soft, Good in places, 6, 8/1
0075760, 10/07/10, 2,10, 61, FLAT, Hamilton Park, 0m 5f 4y, Good, Good to Firm in places, 6, 7/2
0075760, 03/07/10, 5,11, 62, FLAT, Beverley, 0m 5f 0y, Good to Firm, 5, 16/1
0075760, 19/12/09, 4,11, 64, FLAT, Wolverhampton, 0m 5f 216y, Standard, 6, 8/1
0075760, 11/11/09, 5,14, 64, FLAT, Southwell, 0m 6f 0y, Standard, 5, 22/1
0075760, 07/09/09, 8,11, 65, FLAT, Newcastle, 0m 5f 0y, Good to Soft, 5, 11/4
0075760, 26/08/09, 2,8, 64, FLAT, Ayr, 0m 5f 0y, Soft, Heavy in places, 6, 5/1
0075760, 05/08/09, 8,9, 65, FLAT, Newcastle, 0m 5f 0y, Good to Firm, 5, 11/2
0075760, 21/07/09, 2,12, -, FLAT, Southwell, 0m 5f 0y, Standard, 5, 10/1
0075760, 04/07/09, 6,14, -, FLAT, Beverley, 0m 5f 0y, Good to Firm, 5, 12/1
0075760, 25/09/08, 10,14, -, FLAT, Pontefract, 0m 6f 0y, Good to Firm, Good in places, 4, 16/1
0075760, 01/09/08, 10,10, -, FLAT, Kempton Park, 0m 6f 0y, Standard, 4, 7/1
0075680, 26/02/09, 15,16, -, N_H_FLAT, Thurles, 2m 0f 0y, Soft, Yielding to Soft in places, -, 16/1
0075763, 30/01/10, 10,10, -, FLAT, Lingfield Park, 1m 0f 0y, Standard, 5, 20/1
0075763, 11/07/09, 7,7, -, FLAT, York, 0m 7f 0y, Good to Firm, 4, 9/2
0075676, 19/12/14, 10,14, 47, FLAT, Dundalk, 1m 2f 150y, Standard, -, 40/1
0075676, 18/10/14, 17,18, 62, FLAT, Cork, 1m 0f 100y, Yielding, -, 100/1
0075676, 06/01/12, 8,14, 49, FLAT, Dundalk, 1m 2f 150y, Standard, -, 33/1
0075676, 05/10/10, 12,20, -, HURDLE, Tipperary, 2m 0f 0y, Yielding, Yielding to Soft in places, -, 50/1
0075676, 26/09/10, 13,18, -, HURDLE, Clonmel, 2m 0f 100y, Good to Yielding (Chase Course: Good), -, 20/1
0075676, 11/11/09, 13,13, 62, FLAT, Dundalk, 1m 4f 0y, Standard, -, 13/2
0075676, 30/10/09, 10,14, 62, FLAT, Dundalk, 1m 2f 150y, Standard, -, 10/1
0075676, 11/10/09, 6,18, 62, FLAT, Curragh, 1m 2f 0y, Soft, -, 12/1
0075676, 30/09/09, 3,13, 62, FLAT, Sligo, 1m 2f 0y, Good to Yielding, Yielding in places, -, 8/1
0075676, 18/08/09, 7,15, 63, FLAT, Killarney, 1m 0f 100y, Good to Yielding, Good in places, -, 25/1
0075676, 30/07/09, 10,17, 63, FLAT, Galway, 1m 4f 0y, Yielding to Soft, Soft in places, -, 16/1
0075676, 16/07/09, 7,17, 63, FLAT, Leopardstown, 1m 2f 0y, Yielding to Soft, -, 9/2
0075676, 12/07/09, 4,14, 63, FLAT, Dundalk, 1m 0f 0y, Standard, -, 9/2
0075676, 10/06/09, 3,18, 62, FLAT, Fairyhouse, 1m 2f 0y, Good, -, 6/1
0075676, 01/06/09, 11,20, 62, FLAT, Naas, 1m 0f 0y, Good to Firm, Good in places, -, 25/1
0075676, 18/10/08, 11,15, -, FLAT, Cork, 0m 7f 0y, Soft, Heavy in places, -, 33/1
0075676, 30/08/08, 6,15, -, FLAT, Killarney, 1m 0f 100y, Good, -, 50/1
0075676, 23/07/08, 8,10, -, FLAT, Naas, 1m 0f 0y, Good to Firm, -, 33/1
0075809, 26/10/09, 9,13, 59, FLAT, Kempton Park, 0m 7f 0y, Standard, 6, 7/1
0075809, 16/10/09, 3,11, 60, FLAT, Wolverhampton, 0m 7f 32y, Standard/Fast, 6, 20/1
0075809, 28/09/09, 3,11, 60, FLAT, Wolverhampton, 0m 5f 216y, Standard, 5, 12/1
0075809, 21/07/09, 5,14, 62, FLAT, Yarmouth, 1m 0f 3y, Good, 5, 10/1
0075809, 18/06/09, 3,11, 60, FLAT, Warwick, 0m 7f 26y, Good, Good to Firm in places, 5, 6/1
0075809, 19/05/09, 9,11, 65, FLAT, Leicester, 0m 5f 218y, Good, Good to Firm in places, 4, 50/1
0075809, 28/04/09, 8,13, 68, FLAT, Lingfield Park, 0m 7f 0y, Standard, 5, 33/1
0075809, 02/10/08, 27,28, -, FLAT, Newmarket, 0m 6f 0y, Good to Firm, 2, 100/1
0075809, 15/09/08, 4,16, -, FLAT, Leicester, 0m 5f 218y, Soft, Good to Soft in places, 5, 28/1
0075809, 21/07/08, 10,16, -, FLAT, Windsor, 0m 6f 0y, Good to Firm, 4, 25/1
0075833, 02/03/10,-,-, -, HURDLE, Enghien, 2m 2f 195y, Heavy, -,-
0075833, 04/07/08,-,-, -, HURDLE, Clairefontaine, 2m 0f 0y, Soft, -, 7/1
0075695, 19/11/09, 8,8, 40, FLAT, Kempton Park, 1m 0f 0y, Standard, 5, 50/1
0075695, 05/11/09, 11,14, 45, FLAT, Lingfield Park, 1m 2f 0y, Standard, 6, 100/1
0075695, 24/09/09, 10,14, 30, FLAT, Kempton Park, 1m 0f 0y, Standard, 6, 66/1
0075695, 11/08/09, 9,9, 30, FLAT, Lingfield Park, 1m 4f 0y, Standard, 5, 80/1
0075695, 06/10/08, 9,10, -, FLAT, Warwick, 0m 7f 26y, Soft, 5, 100/1
0075695, 14/08/08, 9,12, -, FLAT, Salisbury, 0m 6f 212y, Good to Soft, Soft in places, 5, 100/1
0075695, 08/07/08, 12,12, -, FLAT, Wolverhampton, 0m 7f 32y, Standard, 5, 100/1
0075778, 21/10/09, 4,13, 80, FLAT, Navan, 1m 0f 0y, Yielding, -, 8/1
0075778, 12/10/09, 12,18, 80, FLAT, Curragh, 1m 0f 0y, Soft, Soft/Heavy in places, -, 11/1
0075778, 04/10/09, 4,13, 80, FLAT, Dundalk, 1m 0f 0y, Standard, -, 10/1
0075778, 20/09/09, 16,16, 81, FLAT, Ballinrobe, 1m 6f 0y, Yielding to Soft, -, 10/1
0075778, 12/08/09, 6,10, 83, FLAT, Gowran Park, 1m 4f 0y, Good, Good to Yielding in places, -, 9/1
0075778, 31/07/09, 1,8, 78, FLAT, Galway, 1m 4f 0y, Soft (Chase Course;Hurdles Course;Heavy), -, 4/1
0075778, 26/06/09, 12,19, 79, FLAT, Curragh, 1m 4f 0y, Soft, -, 15/2
0075778, 18/06/09, 8,11, 80, FLAT, Leopardstown, 1m 0f 0y, Good, -, 8/1
0075778, 04/06/09, 3,9, 80, FLAT, Leopardstown, 1m 1f 0y, Good to Firm, -, 15/8
0075778, 23/05/09, 9,9, -, FLAT, Curragh, 1m 0f 0y, Heavy, -, 100/1
0075778, 03/05/09, 2,14, -, FLAT, Gowran Park, 1m 0f 0y, Heavy, -, 10/3
0075775, 11/03/11,-,-, 85, HURDLE, Wincanton, 2m 0f 0y, Good to Firm, 5, 10/3
0075778, 07/11/08, 5,14, -, FLAT, Dundalk, 1m 0f 0y, Standard, -, 3/1
0075775, 12/02/11, 7,7, -, HURDLE, Newbury, 2m 0f 110y, Good to Soft, 3, 50/1
0075775, 20/01/11, 10,14, -, HURDLE, Taunton, 2m 1f 0y, Good to Soft, Soft in places, 4, 50/1
0075778, 12/10/08, 3,17, -, FLAT, Naas, 0m 6f 0y, Soft, Soft/Heavy in places, -, 9/2
0075775, 13/01/11, 7,16, -, HURDLE, Hereford, 2m 1f 0y, Heavy, 4, 15/2
0075775, 14/12/10, 12,13, -, HURDLE, Folkestone, 2m 1f 110y, Good to Soft (Hurdle - Soft), 4, 20/1
0075775, 11/12/10,-,-, 999, JUMP, Doncaster, -, -, 4, 50/1
0075775, 03/10/09, 3,5, 82, FLAT, Newmarket, 1m 4f 0y, Good to Firm, 3, 5/2
0075775, 11/09/09, 1,10, 77, FLAT, Sandown Park, 1m 2f 7y, Good to Firm, Good in places, 4, 8/1
0075775, 25/07/09, 5,8, 78, FLAT, Ascot, 1m 4f 0y, Good, Good to Firm in places on the straight course., 4, 6/1
0075775, 04/07/09, 4,8, 78, FLAT, Sandown Park, 1m 2f 7y, Good, Good to Firm in places, 4, 11/4
0075775, 04/06/09, 1,11, -, FLAT, Sandown Park, 1m 2f 7y, Good to Firm, 5, 3/1
0075775, 22/05/09, 2,8, -, FLAT, Newmarket, 1m 2f 0y, Good to Firm, 4, 3/1
0075775, 04/05/09, 6,12, -, FLAT, Kempton Park, 1m 0f 0y, Standard, 4, 16/1
0075790, 04/10/09,-,-, -, FLAT, Longchamp, 1m 1f 207y, Good, -, 20/1
0075790, 05/09/09, 3,7, 111, FLAT, Leopardstown, 1m 0f 0y, Good to Yielding, -, 3/1
0075790, 19/06/09, 7,10, 110, FLAT, Ascot, 1m 0f 0y, Good to Firm, 1, 8/1
0075790, 24/05/09, 1,16, 110, FLAT, Curragh, 1m 0f 0y, Heavy, -, 5/2
0075790, 05/10/08, 14,16, -, FLAT, Longchamp, 0m 7f 209y, Good to Soft, -, 10/3
0075790, 31/08/08, 1,12, 108, FLAT, Curragh, 0m 7f 0y, Soft, -, 6/4
0075790, 17/08/08, 1,9, -, FLAT, Leopardstown, 0m 7f 0y, Soft to Heavy, Heavy in places, -, 9/2
0075790, 27/07/08, 1,16, -, FLAT, Curragh, 1m 0f 0y, Good to Firm, -, 5/2
0075790, 07/07/08, 8,15, -, FLAT, Roscommon, 0m 7f 0y, Soft, Heavy in places, -, 12/1
0075793, 04/10/09, 4,16, 114, HURDLE, Tipperary, 2m 4f 0y, Good to Firm, Good in places, -, 8/1
0075793, 09/09/09, 1,14, 114, HURDLE, Uttoxeter, 2m 4f 110y, Good, Good to Firm in places, 4, 6/5
0075793, 02/08/09, 7,21, -, HURDLE, Cork, 3m 0f 0y, Good (Sprint: Yielding To Soft), -, 5/1
0075793, 16/07/09, 2,18, -, HURDLE, Killarney, 2m 1f 0y, Good (National Hunt;Flat;Good to Yielding), -, 16/1
0075793, 04/06/09, 1,11, -, HURDLE, Tipperary, 2m 4f 0y, Good, Good to Firm in places, -, 25/1
0075793, 01/05/09, 19,23, -, N_H_FLAT, Punchestown, 2m 2f 0y, Heavy (Hurdle Course: Heavy, Soft to Heavy in places), -, 20/1
0075793, 29/09/08, 8,15, -, N_H_FLAT, Roscommon, 2m 0f 0y, Yielding, Soft in places., -, 5/2
0075793, 18/09/08, 2,14, -, N_H_FLAT, Listowel, 2m 0f 0y, Soft, Heavy in places, -, 5/1
0075793, 31/07/08, 9,20, -, N_H_FLAT, Galway, 2m 2f 0y, Good, -, 13/2
0075793, 07/07/08, 2,18, -, N_H_FLAT, Roscommon, 2m 0f 0y, Soft, Heavy in places, -, 14/1
0075824, 20/12/08,-,-, -, FLAT, Deauville, 0m 6f 101y, Standard, -, 28/1
0075824, 10/08/08,-,-, -, FLAT, Deauville, 1m 1f 110y, Soft, -, 66/1
0075824, 04/07/08,-,-, -, FLAT, Clairefontaine, 1m 0f 0y, Soft, -, 20/1
0075691, 29/06/09,-,-, -, FLAT, Dieppe, 1m 6f 200y, Soft, -, 20/1
0075691, 17/04/09, 1,11, -, FLAT, Maisons-Laffitte, 1m 5f 0y, Good, -, 12/1
0075691, 11/02/09,-,-, -, FLAT, Cagnes-Sur-Mer, 1m 4f 0y, Standard, -, 3/1
0075691, 26/01/09, 2,16, -, FLAT, Cagnes-Sur-Mer, 1m 4f 0y, Standard, -, 4/1
0075691, 21/08/08,-,-, -, FLAT, Clairefontaine, 1m 6f 110y, Good, -, 20/1
0075691, 03/07/08,-,-, -, FLAT, Maisons-Laffitte, 1m 2f 110y, Soft, -, 25/1
0075798, 14/12/13,-,-, 83, FLAT, Deauville, 0m 7f 100y, Standard, -, 10/1
0075798, 19/11/13, 1,13, 99, FLAT, Chantilly, 0m 7f 209y, Good, -,-
0075798, 06/10/13, 3,9, 99, FLAT, Dusseldorf, 1m 0f 99y, Good to Soft, 1,-
0075798, 15/09/13,-,-, 99, FLAT, Munich, 0m 7f 210y, Good, 1,-
0075798, 29/08/13,-,-, 99, FLAT, Baden-Baden, 0m 7f 210y, Good, 1,-
0075798, 21/07/13, 3,10, 99, FLAT, Hoppegarten, 1m 0f 209y, Good, 1,-
0075798, 14/07/13,-,-, 99, FLAT, Krefeld, 1m 0f 99y, Good, -,-
0075798, 23/06/13,-,-, 99, FLAT, Dortmund, 1m 0f 154y, Good, 1,-
0075798, 30/05/13, 1,9, 99, FLAT, Cologne, 0m 7f 210y, Soft, 1,-
0075798, 09/05/13, 3,11, 99, FLAT, Baden-Baden, 0m 7f 210y, Good to Soft, -,-
0075798, 07/10/12,-,-, 99, FLAT, Dusseldorf, 1m 0f 99y, Soft, 1,-
0075798, 16/09/12, 1,10, 99, FLAT, Munich, 0m 7f 210y, Good, 1,-
0075798, 22/07/12, 1,11, -, FLAT, Hoppegarten, 1m 0f 209y, Good, 1,-
0075798, 01/07/12,-,-, -, FLAT, Hamburg, 1m 0f 209y, Good, -,-
0075798, 23/04/12, 3,13, 99, FLAT, Longchamp, 0m 6f 211y, Soft, -, 6/1
0075798, 06/04/12, 3,16, 99, FLAT, Compiegne, 0m 6f 211y, Soft, -, 8/1
0075798, 04/12/11, 1,10, -, FLAT, Dortmund, 0m 6f 0y, Standard, -,-
0075798, 24/09/11, 18,32, 99, FLAT, Newmarket, 1m 1f 0y, Good to Firm, 2, 50/1
0075798, 11/09/08,-,-, 83, FLAT, Chepstow, 0m 7f 16y, -, -,-
0075798, 10/08/08, 3,15, -, FLAT, Leicester, 0m 7f 9y, Good, Good to Firm in places, 4, 2/1
0075798, 23/07/08, 2,8, -, FLAT, Sandown Park, 0m 7f 16y, Good to Firm, 4, 8/13
0075798, 09/07/08, 6,11, -, FLAT, Newmarket, 0m 7f 0y, Soft, 2, 11/2
0075805, 11/10/08, 4,8, 90, FLAT, Ascot, 1m 0f 0y, Good to Soft, Good in places, 1, 18/1
0075805, 16/08/08, 4,6, -, FLAT, Newbury, 0m 7f 0y, Good to Soft, 1, 7/4
0075805, 18/07/08, 1,13, -, FLAT, Newbury, 0m 7f 0y, Good, Good to Firm in places, 4, 13/8
0075805, 09/07/08, 3,11, -, FLAT, Newmarket, 0m 7f 0y, Soft, 2, 8/1
0075808, 19/06/10, 8,8, 75, FLAT, Ayr, 0m 5f 0y, Good to Firm, 4, 10/1
0075808, 20/05/10, 7,11, 78, FLAT, Salisbury, 0m 6f 0y, Good to Firm, 4, 40/1
0075808, 26/01/10, 9,9, 90, FLAT, Southwell, 0m 6f 0y, Standard, 2, 50/1
0075808, 28/12/09, 10,10, 92, FLAT, Wolverhampton, 0m 5f 216y, Standard, 2, 50/1
0075808, 08/08/09, 10,10, 89, FLAT, Ascot, 0m 6f 0y, Good (Straight Course;Round Course;Good to Soft,Good in places), 2, 22/1
0075808, 17/06/09, 8,8, 92, FLAT, Ripon, 0m 6f 0y, Good, 3, 40/1
0075808, 09/05/09, 4,5, 95, FLAT, Nottingham, 0m 6f 0y, Firm, Good to Firm in places, 3, 20/1
0075808, 03/05/09, 6,9, 95, FLAT, Salisbury, 0m 6f 0y, Good to Firm, Firm in places, 2, 28/1
0075808, 15/04/09, 11,11, 95, FLAT, Newmarket, 0m 7f 0y, Good to Firm, 1, 66/1
0075808, 28/03/09, 10,12, 95, FLAT, Kempton Park, 0m 6f 0y, Standard, 2, 11/2
0075808, 21/03/09, 3,14, 91, FLAT, Lingfield Park, 0m 7f 0y, Standard, 1, 20/1
0075808, 27/02/09, 1,6, 81, FLAT, Lingfield Park, 0m 6f 0y, Standard, 4, 9/4
0075808, 26/02/09, 1,8, 81, FLAT, Southwell, 0m 5f 0y, Standard, 4, 4/1
0075808, 17/01/09, 4,7, 81, FLAT, Lingfield Park, 0m 6f 0y, Standard, 4, 2/1
0075808, 09/01/09, 1,6, 76, FLAT, Wolverhampton, 0m 6f 0y, Standard, 4, 11/4
0075808, 14/12/08, 1,6, 76, FLAT, Lingfield Park, 0m 5f 0y, Standard, 6, 11/10
0075808, 03/12/08, 1,10, 76, FLAT, Kempton Park, 0m 6f 0y, Standard, 6, 15/8
0075808, 29/10/08, 1,9, 74, FLAT, Great Leighs, 0m 6f 0y, Standard, 5, 9/2
0075808, 12/10/08, 10,13, 74, FLAT, Bath, 0m 5f 11y, Good to Soft, Good in places, 5, 8/1
0075808, 04/10/08, 9,12, 74, FLAT, Kempton Park, 0m 5f 0y, Standard, 4, 7/1
0075808, 20/09/08, 8,16, 76, FLAT, Newbury, 0m 6f 8y, Good, Good to Soft in places, 2, 14/1
0075808, 31/08/08, 1,11, -, FLAT, Folkestone, 0m 5f 0y, Good to Firm, 6, 7/2
0075808, 22/08/08, 3,16, -, FLAT, Bath, 0m 5f 11y, Good to Soft, 5, 16/1
0075808, 07/08/08, 7,7, -, FLAT, Sandown Park, 0m 5f 6y, Good (Good to Soft in places on the Sprint Course, Round Course, Good to Soft, Good in places), 4, 50/1
0075839, 07/12/13, 10,12, 113, HURDLE, Sandown Park, 2m 4f 0y, Good to Soft, Good in places, 3, 50/1
0075839, 04/11/13, 6,7, 114, CHASE, Kempton Park, 2m 4f 110y, Good to Soft, 4, 11/1
0075839, 05/10/13, 2,8, 113, CHASE, Fontwell Park, 2m 4f 0y, Good, Good to Soft in places, 4, 6/1
0075839, 07/09/13, 3,5, 114, CHASE, Stratford, 2m 1f 110y, Good to Firm, Good in places (Watered), 4, 2/1
0075839, 10/07/13, 4,6, 115, CHASE, Worcester, 2m 4f 0y, Good, Good to Firm in places (Watered), 3, 7/1
0075839, 11/06/13, 1,7, 107, CHASE, Fontwell Park, 2m 2f 0y, Good to Firm, Good in places, 4, 5/1
0075839, 12/05/13, 2,7, 107, CHASE, Kempton Park, 2m 0f 0y, Good (Watered), 4, 8/1
0075839, 30/04/13, 3,8, 110, CHASE, Worcester, 2m 4f 0y, Good (Good to Fim in places (Watered)), 4, 10/1
0075839, 11/04/13, 6,7, 115, HURDLE, Ludlow, 2m 0f 0y, Good, Good to Soft in places, 3, 10/1
0075839, 09/03/13, 4,5, -, CHASE, Sandown Park, 2m 0f 0y, Heavy (Back Straight,Soft in places), 3, 33/1
0075839, 25/01/13, 7,14, -, N_H_FLAT, Kempton Park, 2m 0f 0y, Standard/Slow, 4, 100/1
0075839, 27/11/12, 6,10, 118, HURDLE, Lingfield Park, 2m 0f 0y, Heavy, 4, 8/1
0075839, 13/11/12, 2,6, 116, HURDLE, Huntingdon, 2m 0f 110y, Soft, 4, 3/1
0075839, 22/04/12, 4,9, 117, HURDLE, Stratford, 2m 3f 0y, Good, Good to Soft in places, 4, 5/2
0075839, 17/03/12, 4,16, 115, HURDLE, Kempton Park, 2m 5f 0y, Good, Good to Soft in places, 2, 25/1
0075839, 15/02/12, 5,8, -, FLAT, Lingfield Park, 1m 5f 0y, Standard, 5, 14/1
0075839, 10/02/12, 6,12, -, N_H_FLAT, Kempton Park, 2m 0f 0y, Standard/Slow, 6, 5/1
0075839, 07/01/12, 14,15, 120, HURDLE, Sandown Park, 2m 0f 110y, Soft (Backstraight - Good to Soft in places), 2, 16/1
0075839, 10/12/11,-,-, 120, HURDLE, Lingfield Park, 2m 0f 110y, Soft (Chase - Good to Soft, Soft in places), 4, 4/1
0075839, 19/11/11, 9,11, 125, HURDLE, Ascot, 2m 6f 0y, Good, 3, 10/1
0075839, 01/10/11, 5,9, 128, HURDLE, Fontwell Park, 2m 4f 0y, Good, Good to Firm in places, 2, 7/1
0075839, 19/02/11, 3,8, 130, HURDLE, Ascot, 2m 3f 110y, Soft, 2, 8/1
0075839, 08/01/11, 4,6, 130, HURDLE, Sandown Park, 2m 4f 0y, Heavy, 1, 15/2
0075839, 03/12/10,-,-, 130, JUMP, Sandown Park, 2m 4f 0y, -, -, 10/3
0075839, 23/09/10, 1,5, 130, HURDLE, Fontwell Park, 2m 4f 0y, Good, Good to Firm in places, 4, 2/7
